"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
241107881,2024-05-03,2024-05-03,300,11,"Northeast",1126,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"5200    LINCOLN                      AV",34.1198,-118.2029
230117348,2023-08-05,2023-08-05,450,1,"Central",182,1,330,"BURGLARY FROM VEHICLE",29,"F","W",101,"STREET","IC","Invest Cont",330,"1200 S  HOPE                         ST",34.0408,-118.2644
210805293,2021-02-02,2021-01-26,1200,8,"West LA",884,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,"M","H",203,"OTHER BUSINESS","IC","Invest Cont",740,"2300    WESTWOOD                     BL",34.0423,-118.4304
231006470,2023-03-05,2023-03-02,1130,10,"West Valley",1097,1,330,"BURGLARY FROM VEHICLE",32,"F","H",116,"OTHER/OUTSIDE","IC","Invest Cont",330,"17500    MULHOLLAND                   DR",34.1413,-118.506
230507532,2023-04-03,2023-03-30,2315,5,"Harbor",507,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,"F","W",504,"OTHER RESIDENCE","IC","Invest Cont",740,"1400 W  223RD                        ST",33.8245,-118.3016
221504729,2022-01-15,2022-01-12,2000,15,"N Hollywood",1519,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,"M","W",101,"STREET","IC","Invest Cont",740,"VANOWEN                      ST",34.194,-118.3649
211608054,2021-05-20,2021-05-20,1310,16,"Foothill",1653,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",21,"M","W",402,"MARKET","IC","Invest Cont",440,"10100    SAN FERNANDO                 RD",34.2537,-118.409
220610248,2022-05-12,2022-05-12,2306,6,"Hollywood",636,1,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER",28,"X","X",101,"STREET","AA","Adult Arrest",231,"6600    HOLLYWOOD                    BL",34.1034,-118.3325
240911551,2024-09-13,2024-08-13,1200,9,"Van Nuys",901,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,"F","W",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"7500    ZOMBAR                       AV",34.2066,-118.4673
220209449,2022-04-28,2022-04-26,1830,2,"Rampart",235,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",48,"M","B",101,"STREET","IC","Invest Cont",420,"S  LAKE                         ST",34.0671,-118.2714
240911172,2024-08-27,2024-08-23,2130,9,"Van Nuys",979,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"13100    MOORPARK                     ST",34.1536,-118.4181
210204977,2021-01-27,2021-01-27,200,2,"Rampart",256,1,330,"BURGLARY FROM VEHICLE",49,"F","H",101,"STREET","IC","Invest Cont",330,"1800 W  7TH                          ST",34.0565,-118.2724
231804837,2023-01-16,2023-01-15,1830,18,"Southeast",1801,2,624,"BATTERY - SIMPLE ASSAULT",58,"M","H",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE","IC","Invest Cont",624,"9000    BARING CROSS                 ST",33.9551,-118.2893
200510300,2020-06-06,2020-06-06,1300,5,"Harbor",567,2,888,"TRESPASSING",56,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",888,"200 W  17TH                         ST",33.7287,-118.2814
201116047,2020-11-24,2020-11-21,1700,11,"Northeast",1112,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"4200 W  AVENUE 41",34.1274,-118.2305
230120893,2023-09-28,2023-08-28,1940,1,"Central",139,2,354,"THEFT OF IDENTITY",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"800 E  4TH                          PL",34.0454,-118.2333
231014584,2023-10-09,2023-10-09,2020,10,"West Valley",1025,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","O",406,"OTHER STORE","AO","Adult Other",442,"7100    RESEDA                       BL",34.1993,-118.536
230607282,2023-03-18,2023-03-17,2100,6,"Hollywood",645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,"M","B",911,"MTA - RED LINE - HOLLYWOOD/HIGHLAND","IC","Invest Cont",230,"HOLLYWOOD",34.1016,-118.3387
230211415,2023-05-28,2023-05-27,2130,2,"Rampart",218,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,"F","W",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"900 W  KENSINGTON                   RD",34.0733,-118.2548
220306169,2022-02-16,2022-02-16,537,3,"Southwest",334,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",46,"F","H",104,"DRIVEWAY","IC","Invest Cont",331,"4000 W  MONT CLAIR                   ST",34.0303,-118.33
221704941,2022-01-25,2022-01-23,700,17,"Devonshire",1701,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"X","X",108,"PARKING LOT","IC","Invest Cont",740,"19800    RINALDI                      ST",34.275,-118.5657
210120162,2021-11-09,2021-11-09,920,1,"Central",112,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",69,"M","H",102,"SIDEWALK","AA","Adult Arrest",230,"500 W  TEMPLE                       ST",34.057,-118.2437
220606666,2022-02-27,2022-02-26,845,6,"Hollywood",648,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",27,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"5500    CARLTON                      WY",34.1005,-118.3092
201405058,2020-01-19,2020-01-19,751,14,"Pacific",1485,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",28,"X","X",403,"DRUG STORE","IC","Invest Cont",343,"8600 S  SEPULVEDA                    BL",33.9579,-118.402
240208708,2024-04-10,2024-04-10,1500,2,"Rampart",201,2,888,"TRESPASSING",28,"X","X",101,"STREET","IC","Invest Cont",888,"1000 N  VERMONT                      AV",34.0873,-118.296
232010462,2023-05-19,2023-05-19,2200,20,"Olympic",2039,2,624,"BATTERY - SIMPLE ASSAULT",57,"M","W",109,"PARK/PLAYGROUND","IC","Invest Cont",624,"600    WILSHIRE                     PL",34.0618,-118.2878
210814820,2021-09-30,2021-09-29,1830,8,"West LA",802,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",35,"F","W",101,"STREET","IC","Invest Cont",420,"1200    RIMMER                       AV",34.0513,-118.527
240804304,2024-01-09,2024-01-09,1222,8,"West LA",852,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"11800    SANTA MONICA                 BL",34.0428,-118.4582
211609621,2021-07-14,2021-07-09,1700,16,"Foothill",1676,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59,"M","W",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"8300    TERHUNE                      AV",34.2225,-118.3639
231311561,2023-05-30,2023-05-30,1320,13,"Newton",1322,1,761,"BRANDISH WEAPON",49,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",761,"2200    WALL                         ST",34.0268,-118.2619
210212163,2021-07-19,2021-07-19,2035,2,"Rampart",221,1,210,"ROBBERY",75,"F","H",108,"PARKING LOT","AA","Adult Arrest",210,"300 N  VERMONT                      AV",34.0777,-118.2961
230305345,2023-01-28,2023-01-28,918,3,"Southwest",317,2,901,"VIOLATION OF RESTRAINING ORDER",24,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",901,"1400 W  25TH                         ST",34.0337,-118.2915
210815834,2021-10-30,2021-09-27,300,8,"West LA",889,1,510,"VEHICLE - STOLEN",28,"F","X",707,"GARAGE/CARPORT","IC","Invest Cont",510,"1900 S  ROBERTSON                    BL",34.0446,-118.3867
220111942,2022-05-09,2022-05-09,415,1,"Central",192,1,210,"ROBBERY",41,"M","B",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",210,"200 W  WASHINGTON                   BL",34.0338,-118.2706
210318711,2021-11-11,2021-11-11,1845,3,"Southwest",315,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",626,"2000 W  27TH                         ST",34.034,-118.3133
202016302,2020-10-24,2020-09-11,1359,20,"Olympic",2088,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",668,"1800    ARAPAHOE                     ST",34.0401,-118.2852
200509606,2020-05-18,2020-01-09,800,5,"Harbor",557,2,354,"THEFT OF IDENTITY",56,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"100 N  MARSHALL                     CT",33.7433,-118.2934
240613022,2024-10-31,2024-10-26,1924,6,"Hollywood",644,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"FULLER",34.098,-118.3496
222011999,2022-07-06,2022-07-05,1630,20,"Olympic",2031,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"NORTON                       AV",34.059,-118.3181
230112774,2023-05-22,2023-05-19,1500,1,"Central",162,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",27,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"800 S  FLOWER                       ST",34.0473,-118.2601
201311782,2020-06-03,2020-06-03,1510,13,"Newton",1321,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"WASHINGTON                   BL",34.0296,-118.2614
211215501,2021-07-11,2021-07-10,2100,12,"77th Street",1263,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"8400 S  WESTERN                      AV",33.9618,-118.309
211412404,2021-05-28,2021-05-20,1100,14,"Pacific",1488,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"5700 W  CENTURY                      BL",33.9456,-118.3797
211214834,2021-06-25,2021-06-24,1930,12,"77th Street",1256,1,330,"BURGLARY FROM VEHICLE",35,"F","B",101,"STREET","IC","Invest Cont",330,"900 W  FLORENCE                     AV",33.9746,-118.2895
211215859,2021-07-16,2021-07-16,1620,12,"77th Street",1259,1,350,"THEFT, PERSON",59,"M","H",101,"STREET","IC","Invest Cont",350,"7500    AVALON                       BL",33.9718,-118.2652
201706112,2020-02-18,2020-02-17,1700,17,"Devonshire",1794,1,330,"BURGLARY FROM VEHICLE",28,"X","X",108,"PARKING LOT","IC","Invest Cont",330,"18600    PARTHENIA                    ST",34.2283,-118.5383
220215369,2022-08-28,2022-08-28,30,2,"Rampart",212,1,310,"BURGLARY",22,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",310,"400 N  WESTMORELAND                 AV",34.079,-118.2883
211820613,2021-11-27,2021-11-26,2200,18,"Southeast",1841,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"10600    BARING CROSS                 ST",33.9391,-118.2894
231112360,2023-08-19,2023-08-18,1900,11,"Northeast",1141,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1700 N  MARIPOSA                     AV",34.1018,-118.2995
201005780,2020-02-10,2020-02-10,1425,10,"West Valley",1011,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",62,"M","W",101,"STREET","IC","Invest Cont",930,"WYANDOTTE                    ST",34.2029,-118.5502
231517635,2023-11-15,2023-11-14,1900,15,"N Hollywood",1562,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",35,"M","W",101,"STREET","IC","Invest Cont",331,"4600    COLDWATER CANYON             AV",34.154,-118.4138
231005694,2023-02-12,2023-02-09,1940,10,"West Valley",1034,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",43,"F","W",710,"OTHER PREMISE","AO","Adult Other",236,"18400    VICTORY                      BL",34.1866,-118.5343
231709290,2023-05-07,2023-04-17,1630,17,"Devonshire",1795,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",18,"M","W",101,"STREET","IC","Invest Cont",331,"BALBOA                       BL",34.2212,-118.5026
201605218,2020-01-29,2020-01-29,2000,16,"Foothill",1684,2,624,"BATTERY - SIMPLE ASSAULT",48,"F","W",517,"MISSIONS/SHELTERS","IC","Invest Cont",624,"7800    LANKERSHIM                   BL",34.2166,-118.3919
220604819,2022-01-19,2021-12-30,1523,6,"Hollywood",635,2,354,"THEFT OF IDENTITY",33,"M","H",710,"OTHER PREMISE","IC","Invest Cont",354,"6600    EMMETT                       TR",34.106,-118.3364
240118237,2024-09-09,2024-06-07,1020,1,"Central",176,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",25,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"700 S  LOS ANGELES                  ST",34.0432,-118.2504
221317342,2022-09-09,2022-09-09,400,13,"Newton",1324,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,"F","W",101,"STREET","IC","Invest Cont",230,"21ST                         ST",34.0221,-118.2519
240304258,2024-01-06,2024-01-04,1503,3,"Southwest",327,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,"F","C",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",341,"2800    ORCHARD                      AV",34.0294,-118.2874
210904504,2021-01-15,2021-01-14,2045,9,"Van Nuys",911,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",41,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"6700    BLUCHER                      AV",34.1919,-118.4728
211320656,2021-12-21,2021-12-21,1910,13,"Newton",1353,2,900,"VIOLATION OF COURT ORDER",36,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",900,"700 E  VERNON                       AV",34.0039,-118.2634
240909991,2024-06-26,2024-06-22,2311,9,"Van Nuys",955,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",53,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"5300    CALHOUN                      AV",34.1667,-118.4426
220308181,2022-03-28,2022-03-28,825,3,"Southwest",398,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",81,"M","B",101,"STREET","IC","Invest Cont",420,"4100 S  FIGUEROA                     ST",34.0074,-118.285
200508182,2020-04-12,2020-04-11,425,5,"Harbor",506,1,310,"BURGLARY",28,"X","X",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","IC","Invest Cont",310,"1500 W  CARSON                       ST",33.8315,-118.3038
211707497,2021-04-16,2021-04-16,1230,17,"Devonshire",1738,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",37,"M","A",119,"PORCH, RESIDENTIAL","IC","Invest Cont",440,"10900    SWINTON                      AV",34.2696,-118.486
211416090,2021-08-04,2021-03-01,1200,14,"Pacific",1428,2,354,"THEFT OF IDENTITY",89,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"3000    MILITARY                     AV",34.0279,-118.4249
220711964,2022-07-21,2022-07-21,100,7,"Wilshire",737,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,"M","B",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",341,"600 S  LA BREA                      AV",34.0649,-118.344
200307781,2020-03-02,2020-02-27,200,3,"Southwest",358,1,480,"BIKE - STOLEN",20,"F","A",203,"OTHER BUSINESS","IC","Invest Cont",480,"3700    MCCLINTOCK                   AV",34.0204,-118.29
240107459,2024-02-18,2024-02-17,2000,1,"Central",182,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",50,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"900 S  FIGUEROA                     ST",34.0462,-118.2628
211114770,2021-10-30,2021-10-26,1000,11,"Northeast",1132,1,480,"BIKE - STOLEN",40,"M","W",104,"DRIVEWAY","IC","Invest Cont",480,"3700    LOS FELIZ                    BL",34.1151,-118.2745
200320694,2020-11-21,2020-11-20,1930,3,"Southwest",317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,"M","H",122,"VEHICLE, PASSENGER/TRUCK","AO","Adult Other",740,"2300    RAYMOND                      AV",34.035,-118.2975
231307688,2023-03-12,2023-03-09,1925,13,"Newton",1351,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",22,"M","H",405,"CLOTHING STORE","IC","Invest Cont",442,"4000 S  MAIN                         ST",34.0075,-118.2775
220413602,2022-09-27,2022-09-26,1002,4,"Hollenbeck",439,1,480,"BIKE - STOLEN",23,"M","C",104,"DRIVEWAY","IC","Invest Cont",480,"2200    LEVANDA                      AV",34.0717,-118.1681
201614182,2020-10-25,2020-10-25,1320,16,"Foothill",1621,2,900,"VIOLATION OF COURT ORDER",26,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",900,"13800    PAXTON                       ST",34.2679,-118.434
232109370,2023-05-22,2023-05-22,1514,21,"Topanga",2156,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","W",405,"CLOTHING STORE","IC","Invest Cont",442,"VICTORY                      BL",34.1877,-118.6015
211708432,2021-05-13,2021-05-12,1500,17,"Devonshire",1723,2,624,"BATTERY - SIMPLE ASSAULT",99,"F","H",203,"OTHER BUSINESS","AO","Adult Other",624,"20900    DEVONSHIRE                   ST",34.2651,-118.582
210121156,2021-11-26,2021-11-08,1100,1,"Central",182,1,330,"BURGLARY FROM VEHICLE",29,"M","W",108,"PARKING LOT","IC","Invest Cont",330,"1000 S  OLIVE                        ST",34.042,-118.2599
230108371,2023-03-09,2022-02-22,1500,1,"Central",152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",341,"600 S  OLIVE                        ST",34.048,-118.2542
220106484,2022-02-12,2022-02-11,2230,1,"Central",195,1,330,"BURGLARY FROM VEHICLE",24,"F","H",735,"NIGHT CLUB (OPEN EVENINGS ONLY)","IC","Invest Cont",330,"18TH",34.0316,-118.2626
222017751,2022-11-29,2022-11-28,335,20,"Olympic",2079,1,345,"DISHONEST EMPLOYEE - GRAND THEFT",30,"F","B",203,"OTHER BUSINESS","IC","Invest Cont",345,"1400    VENICE                       BL",34.0457,-118.2878
211208236,2021-03-07,2021-03-07,430,12,"77th Street",1218,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",81,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",745,"900 W  57TH                         ST",33.9905,-118.2884
222017118,2022-11-14,2020-01-01,1,20,"Olympic",2074,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)",8,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",812,"1800 S  NORMANDIE                    AV",34.0437,-118.3029
230710104,2023-05-25,2023-05-24,1600,7,"Wilshire",747,1,310,"BURGLARY",40,"M","W",118,"CONSTRUCTION SITE","IC","Invest Cont",310,"800 S  CITRUS                       AV",34.0604,-118.34
210409986,2021-06-23,2021-06-20,900,4,"Hollenbeck",453,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",70,"F","A",108,"PARKING LOT","IC","Invest Cont",331,"E  CESAR E CHAVEZ               AV",34.0498,-118.2151
240804097,2023-12-30,2023-12-30,1430,8,"West LA",817,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,"M","B",101,"STREET","IC","Invest Cont",230,"10800    WEYBURN                      AV",34.0623,-118.4434
231212014,2023-05-15,2023-05-15,135,12,"77th Street",1249,2,624,"BATTERY - SIMPLE ASSAULT",59,"F","B",101,"STREET","IC","Invest Cont",624,"6300    ESTRELLA                     AV",33.9819,-118.2849
221820067,2022-11-02,2022-11-02,1605,18,"Southeast",1846,2,354,"THEFT OF IDENTITY",36,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1500 E  IMPERIAL                     HY",33.9323,-118.2502
230307794,2023-03-13,2023-03-08,1444,3,"Southwest",359,1,480,"BIKE - STOLEN",23,"M","C",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",480,"3500 S  FIGUEROA                     ST",34.0201,-118.2812
202004800,2020-01-19,2020-01-19,530,20,"Olympic",2033,1,330,"BURGLARY FROM VEHICLE",29,"F","H",101,"STREET","IC","Invest Cont",330,"WILSHIRE",34.0617,-118.3066
221818564,2022-10-05,2022-10-05,640,18,"Southeast",1837,2,624,"BATTERY - SIMPLE ASSAULT",45,"M","H",101,"STREET","IC","Invest Cont",624,"1600 E  114TH                        ST",33.9311,-118.2463
240508655,2024-04-19,2024-04-19,17,5,"Harbor",561,1,330,"BURGLARY FROM VEHICLE",23,"M","H",101,"STREET","IC","Invest Cont",330,"S  DODSON                       AV",33.7334,-118.3119
221608718,2022-05-24,2022-05-24,1440,16,"Foothill",1642,2,624,"BATTERY - SIMPLE ASSAULT",49,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",624,"13300    PIERCE                       ST",34.2606,-118.4224
230713144,2023-08-10,2023-08-08,1740,7,"Wilshire",732,2,940,"EXTORTION",28,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",940,"6100 W  6TH                          ST",34.0649,-118.3614
230809270,2023-05-07,2023-05-07,519,8,"West LA",859,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",32,"M","W",108,"PARKING LOT","IC","Invest Cont",331,"1500 S  SHENANDOAH                   ST",34.0518,-118.3819
241012500,2024-11-26,2024-11-25,1830,10,"West Valley",1063,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",27,"M","W",701,"HOSPITAL","IC","Invest Cont",420,"18300    CLARK                        ST",34.1698,-118.5308
221117819,2022-12-25,2022-12-24,1300,11,"Northeast",1135,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"CAZADOR                      ST",34.1069,-118.23
241514542,2024-10-09,2024-10-07,2100,15,"N Hollywood",1566,1,330,"BURGLARY FROM VEHICLE",34,"F","H",101,"STREET","IC","Invest Cont",330,"11000    LANDALE                      ST",34.1514,-118.3712
242005479,2024-01-31,2024-01-31,1920,20,"Olympic",2034,2,888,"TRESPASSING",28,"X","X",921,"MTA - PURPLE LINE - WILSHIRE/NORMANDIE","IC","Invest Cont",888,"3500    WILSHIRE                     BL",34.0617,-118.3004
241814410,2024-10-29,2023-05-29,1325,18,"Southeast",1841,2,354,"THEFT OF IDENTITY",21,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"700 W  106TH                        ST",33.9399,-118.287
201220115,2020-09-07,2020-09-07,635,12,"77th Street",1218,1,210,"ROBBERY",53,"M","H",101,"STREET","IC","Invest Cont",210,"5700 S  VERMONT                      AV",33.9899,-118.2915
210815179,2021-10-15,2021-10-12,900,8,"West LA",884,2,354,"THEFT OF IDENTITY",44,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"11100 W  PICO                         BL",34.0367,-118.4357
200207248,2020-03-04,2020-03-04,145,2,"Rampart",248,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",58,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"300    COLUMBIA                     AV",34.0594,-118.2644
230707386,2023-03-20,2023-03-20,1355,7,"Wilshire",752,2,354,"THEFT OF IDENTITY",30,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1100    LA CIENEGA                   BL",34.057,-118.3762
210320434,2021-12-20,2021-12-19,2240,3,"Southwest",308,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"UNION                        AV",34.0373,-118.282
210514890,2021-10-14,2021-10-14,1100,5,"Harbor",557,1,121,"RAPE, FORCIBLE",45,"F","W",108,"PARKING LOT","IC","Invest Cont",121,"GAFFEY                       ST",33.7433,-118.2923
212117017,2021-11-29,2021-11-22,1030,21,"Topanga",2141,1,330,"BURGLARY FROM VEHICLE",48,"M","X",101,"STREET","IC","Invest Cont",330,"6100    TONY                         AV",34.1818,-118.6452
232017378,2023-11-01,2023-10-31,1000,20,"Olympic",2023,2,662,"BUNCO, GRAND THEFT",76,"M","K",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",662,"400 S  KINGSLEY                     DR",34.0672,-118.3028
201216579,2020-07-15,2020-07-15,1100,12,"77th Street",1245,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",29,"F","B",101,"STREET","IC","Invest Cont",236,"1300 W  FLORENCE                     AV",33.9789,-118.2981
221706922,2022-03-22,2022-03-22,230,17,"Devonshire",1752,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",28,"X","X",108,"PARKING LOT","IC","Invest Cont",331,"21300    DEVONSHIRE                   ST",34.2572,-118.5951
220413832,2022-10-03,2022-10-02,617,4,"Hollenbeck",487,2,354,"THEFT OF IDENTITY",36,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1100    ROSALIND                     AV",34.0272,-118.2118
230124633,2023-11-22,2023-11-22,530,1,"Central",144,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",48,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",626,"400 S  SPRING                       ST",34.0488,-118.2483
221612781,2022-09-27,2022-09-20,500,16,"Foothill",1658,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",101,"STREET","IC","Invest Cont",341,"APPERSON                     ST",34.2559,-118.282
240509312,2024-06-03,2024-06-03,915,5,"Harbor",515,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"1600    RAVENNA                      AV",33.7951,-118.2692
220813383,2022-08-16,2022-07-18,1020,8,"West LA",899,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",44,"F","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"2600 S  GARTH                        AV",34.0361,-118.3805
231015666,2023-11-09,2023-11-09,1650,10,"West Valley",1024,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",26,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",930,"7100    RESEDA                       BL",34.1958,-118.5399
220817630,2022-11-29,2022-11-27,2100,8,"West LA",898,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",68,"F","W",101,"STREET","IC","Invest Cont",331,"8900    HARGIS                       ST",34.0352,-118.387
