"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
231718988,2023-12-08,2023-11-25,1300,17,"Devonshire",1783,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",70,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",341,"19200    NORDHOFF                     ST",34.2354,-118.5516
222010274,2022-05-24,2022-05-23,1740,20,"Olympic",2054,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",62,"M","A",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",440,"NORMANDIE",34.0527,-118.3021
200715361,2020-10-27,2020-10-15,1405,7,"Wilshire",745,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",31,"M","W",145,"MAIL BOX","IC","Invest Cont",440,"5500    WILSHIRE                     BL",34.0623,-118.3494
200320557,2020-11-18,2020-11-17,1700,3,"Southwest",397,1,251,"SHOTS FIRED AT INHABITED DWELLING",19,"X","X",721,"HIGH SCHOOL","IC","Invest Cont",251,"4100 S  VERMONT                      AV",34.0073,-118.298
211614294,2021-12-11,2021-11-19,1530,16,"Foothill",1675,2,354,"THEFT OF IDENTITY",65,"M","H",101,"STREET","IC","Invest Cont",354,"TUXFORD",34.2281,-118.3802
221304643,2022-01-15,2022-01-14,614,13,"Newton",1372,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",29,"M","B",406,"OTHER STORE","IC","Invest Cont",440,"5300 S  MAIN                         ST",33.9942,-118.274
241112555,2024-12-03,2024-11-07,1255,11,"Northeast",1161,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",32,"F","V",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"1100 N  KENMORE                      AV",34.0908,-118.2974
220304593,2022-01-14,2022-01-13,1700,3,"Southwest",362,1,330,"BURGLARY FROM VEHICLE",22,"M","H",101,"STREET","IC","Invest Cont",330,"HILLCREST                    DR",34.0138,-118.3465
201108331,2020-04-14,2020-04-14,1100,11,"Northeast",1115,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,"M","O",103,"ALLEY","AO","Adult Other",230,"5000    EAGLE ROCK                   BL",34.1373,-118.2145
220205222,2022-01-30,2022-01-30,25,2,"Rampart",211,2,624,"BATTERY - SIMPLE ASSAULT",28,"M","A",101,"STREET","AO","Adult Other",624,"500 N  KENMORE                      AV",34.079,-118.2966
230713471,2023-08-19,2023-08-18,2150,7,"Wilshire",722,1,310,"BURGLARY",62,"M","W",504,"OTHER RESIDENCE","IC","Invest Cont",310,"6600 W  5TH                          ST",34.0685,-118.3707
200813648,2020-09-02,2020-09-02,2310,8,"West LA",882,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,"M","B",101,"STREET","AO","Adult Other",230,"LA GRANGE",34.041,-118.4437
201614323,2020-10-30,2020-10-30,2200,16,"Foothill",1612,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",626,"11300    WOODCOCK                     AV",34.275,-118.4201
211700841,2021-10-02,2021-10-02,300,17,"Devonshire",1791,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",626,"8500    DE SOTO                      AV",34.2246,-118.5885
240117846,2024-09-02,2024-09-02,730,1,"Central",119,2,888,"TRESPASSING",28,"X","X",900,"MTA - RED LINE - UNION STATION","IC","Invest Cont",888,"800 N  VIGNES                       ST",34.0559,-118.232
230910976,2023-06-23,2023-06-23,1020,9,"Van Nuys",946,2,354,"THEFT OF IDENTITY",72,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"13800    BURBANK                      BL",34.1721,-118.4334
211916034,2021-11-27,2021-11-26,1300,19,"Mission",1918,2,624,"BATTERY - SIMPLE ASSAULT",47,"M","B",101,"STREET","IC","Invest Cont",624,"HUBBARD",34.3082,-118.4295
221708645,2022-05-10,2022-05-06,230,17,"Devonshire",1793,1,310,"BURGLARY",28,"X","X",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",310,"8800    TAMPA                        AV",34.2299,-118.5535
231116631,2023-12-07,2023-12-07,1300,11,"Northeast",1128,1,210,"ROBBERY",23,"M","H",405,"CLOTHING STORE","AA","Adult Arrest",210,"6200    YORK                         BL",34.1155,-118.1843
240408589,2024-07-02,2024-06-18,2040,4,"Hollenbeck",497,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",28,"X","X",710,"OTHER PREMISE","IC","Invest Cont",343,"2700 E  OLYMPIC                      BL",34.0243,-118.2198
220713968,2022-09-11,2022-09-10,1930,7,"Wilshire",759,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"1200    WESTCHESTER                  PL",34.0495,-118.3179
211419836,2021-10-12,2021-10-12,1640,14,"Pacific",1406,2,624,"BATTERY - SIMPLE ASSAULT",52,"M","A",102,"SIDEWALK","IC","Invest Cont",624,"ROSE                         AV",34.0281,-118.4129
202109366,2020-05-15,2020-05-14,1430,21,"Topanga",2129,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"20000    ROSCOE                       BL",34.2203,-118.5689
240808957,2024-06-10,2024-05-29,2000,8,"West LA",817,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",59,"M","H",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont",341,"10800    WILSHIRE                     BL",34.0617,-118.4446
230711934,2023-07-12,2022-06-11,1500,7,"Wilshire",701,2,624,"BATTERY - SIMPLE ASSAULT",31,"M","H",203,"OTHER BUSINESS","IC","Invest Cont",624,"900    LA CIENEGA                   BL",34.087,-118.3764
230411216,2023-08-10,2023-07-15,1425,4,"Hollenbeck",401,2,354,"THEFT OF IDENTITY",23,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"4000    HOMER                        ST",34.0902,-118.2067
240310008,2024-04-27,2024-04-27,115,3,"Southwest",313,2,624,"BATTERY - SIMPLE ASSAULT",34,"M","H",203,"OTHER BUSINESS","IC","Invest Cont",624,"4300 W  ADAMS                        BL",34.0326,-118.3319
211413377,2021-06-15,2021-06-15,630,14,"Pacific",1413,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",341,"1000    ELECTRIC                     AV",33.9924,-118.4708
211507295,2021-03-26,2021-03-25,1630,15,"N Hollywood",1506,1,330,"BURGLARY FROM VEHICLE",47,"F","H",101,"STREET","IC","Invest Cont",330,"11000    LEADWELL                     ST",34.2039,-118.3709
221519137,2022-12-30,2022-12-29,2000,15,"N Hollywood",1527,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"6100    CASE                         AV",34.1813,-118.3722
220318759,2022-10-19,2022-10-18,2000,3,"Southwest",392,1,310,"BURGLARY",21,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",310,"4700    CRENSHAW                     BL",34.0009,-118.3306
210716979,2021-12-20,2021-12-18,2030,7,"Wilshire",762,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1700 S  CRESCENT HEIGHTS             BL",34.0441,-118.3745
241611172,2024-11-03,2024-11-02,2300,16,"Foothill",1618,1,510,"VEHICLE - STOLEN",28,"M","X",104,"DRIVEWAY","IC","Invest Cont",510,"7900    DENIVELLE                    RD",34.2731,-118.3039
230818252,2023-12-19,2023-12-15,630,8,"West LA",833,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",65,"M","B",710,"OTHER PREMISE","IC","Invest Cont",230,"WESTWOOD                     BL",34.0553,-118.4418
201916946,2020-11-15,2020-11-15,1500,19,"Mission",1985,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",34,"F","W",403,"DRUG STORE","IC","Invest Cont",442,"8400    VAN NUYS                     BL",34.2229,-118.4487
221811187,2022-05-22,2022-05-22,840,18,"Southeast",1861,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",230,"500 W  IMPERIAL                     HY",33.931,-118.2826
221706015,2022-02-28,2022-02-27,1200,17,"Devonshire",1709,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",108,"PARKING LOT","IC","Invest Cont",420,"15600    ODYSSEY                      DR",34.2827,-118.4694
241516138,2024-12-26,2024-12-17,1200,15,"N Hollywood",1555,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",21,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"VINELAND                     AV",34.1649,-118.3705
220909992,2022-06-05,2022-06-05,218,9,"Van Nuys",943,2,860,"BATTERY WITH SEXUAL CONTACT",53,"F","O",501,"SINGLE FAMILY DWELLING","AO","Adult Other",860,"14300    AETNA                        ST",34.1802,-118.4443
201412584,2020-06-21,2020-06-21,630,14,"Pacific",1469,1,510,"VEHICLE - STOLEN",28,"M","X",104,"DRIVEWAY","IC","Invest Cont",510,"5200    GLASGOW                      WY",33.9724,-118.3718
210716043,2021-11-26,2021-11-26,1730,7,"Wilshire",727,1,210,"ROBBERY",20,"X","X",203,"OTHER BUSINESS","AA","Adult Arrest",210,"100 S  LA BREA                      AV",34.0736,-118.344
221808548,2022-04-03,2022-04-01,1220,18,"Southeast",1804,2,354,"THEFT OF IDENTITY",35,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"800 E  87TH                         ST",33.9593,-118.2608
240706615,2024-03-02,2024-03-02,1800,7,"Wilshire",782,2,624,"BATTERY - SIMPLE ASSAULT",42,"M","W",203,"OTHER BUSINESS","IC","Invest Cont",624,"6000    CADILLAC                     AV",34.0374,-118.3742
221205611,2022-01-31,2022-01-31,1850,12,"77th Street",1263,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"WESTERN                      AV",33.9637,-118.309
212111240,2021-07-10,2021-07-10,2045,21,"Topanga",2189,2,624,"BATTERY - SIMPLE ASSAULT",37,"M","O",101,"STREET","IC","Invest Cont",624,"19700    VENTURA                      BL",34.1648,-118.5771
231605873,2023-02-28,2023-02-16,1200,16,"Foothill",1685,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",341,"11600    TUXFORD                      ST",34.2249,-118.3845
231701051,2023-07-18,2023-07-18,1700,17,"Devonshire",1798,2,649,"DOCUMENT FORGERY / STOLEN FELONY",28,"X","X",220,"NAIL SALON","IC","Invest Cont",649,"16100    PARTHENIA                    ST",34.232,-118.4791
221410475,2022-05-07,2022-05-05,2359,14,"Pacific",1464,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",25,"F","J",707,"GARAGE/CARPORT","IC","Invest Cont",420,"12600    VILLAGE                      LN",33.9779,-118.4142
200121542,2020-11-23,2020-11-21,1800,1,"Central",195,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",57,"M","H",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",440,"300 E  WASHINGTON                   BL",34.0303,-118.2627
211110731,2021-07-13,2021-07-12,2126,11,"Northeast",1176,1,110,"CRIMINAL HOMICIDE",28,"M","H",102,"SIDEWALK","AA","Adult Arrest",110,"SHOREDALE                    AV",34.0906,-118.2326
231011549,2023-07-22,2023-07-21,700,10,"West Valley",1028,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"16500    VICTORY                      BL",34.1939,-118.4967
241217302,2024-11-20,2024-11-19,1700,12,"77th Street",1207,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"900 W  47TH                         ST",34.0006,-118.289
240118395,2024-09-13,2024-09-12,1700,1,"Central",153,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"6TH                          ST",34.0466,-118.252
210605393,2021-01-31,2021-01-28,955,6,"Hollywood",615,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",66,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"3000    LONGDALE                     LN",34.1238,-118.3393
222107223,2022-03-24,2022-03-23,1800,21,"Topanga",2101,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",35,"M","X",101,"STREET","IC","Invest Cont",331,"9100    TOPANGA CANYON               BL",34.2331,-118.6273
231706877,2023-03-13,2023-03-09,1825,17,"Devonshire",1735,1,350,"THEFT, PERSON",42,"F","K",404,"DEPARTMENT STORE","IC","Invest Cont",350,"18000    CHATSWORTH                   ST",34.2684,-118.5149
221005273,2022-02-04,2022-02-02,2300,10,"West Valley",1011,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",31,"M","H",108,"PARKING LOT","IC","Invest Cont",331,"19600    SHERMAN                      WY",34.2012,-118.5603
230319001,2023-10-28,2023-10-28,219,3,"Southwest",395,2,900,"VIOLATION OF COURT ORDER",38,"F","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",900,"1900 W  43RD                         ST",34.0055,-118.3138
211819327,2021-10-31,2021-10-30,2300,18,"Southeast",1821,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",20,"F","H",122,"VEHICLE, PASSENGER/TRUCK","AA","Adult Arrest",236,"FIGUEROA",33.9501,-118.2827
240314404,2024-09-18,2024-09-10,1545,3,"Southwest",314,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",64,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"3900 W  MONT CLAIR                   ST",34.0328,-118.323
240215524,2024-10-03,2024-10-03,955,2,"Rampart",257,1,330,"BURGLARY FROM VEHICLE",28,"X","X",101,"STREET","IC","Invest Cont",330,"1200    WILSHIRE                     BL",34.053,-118.2649
202007134,2020-03-06,2020-03-04,1700,20,"Olympic",2088,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",56,"M","W",108,"PARKING LOT","IC","Invest Cont",331,"1600 S  WESTMORELAND                 AV",34.0443,-118.2892
210114248,2021-07-29,2021-07-27,2200,1,"Central",118,1,761,"BRANDISH WEAPON",51,"F","H",101,"STREET","IC","Invest Cont",761,"100    LEROY                        ST",34.0653,-118.2293
241508067,2024-03-24,2024-03-23,2000,15,"N Hollywood",1591,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"12500    VENTURA                      BL",34.1427,-118.4052
220410412,2022-07-01,2022-06-30,1930,4,"Hollenbeck",415,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"100 E  AVENUE 26",34.0765,-118.2157
240116295,2024-08-07,2024-08-07,900,1,"Central",119,2,888,"TRESPASSING",28,"X","X",834,"LA UNION STATION (NOT LINE SPECIFIC)","IC","Invest Cont",888,"800 N  ALAMEDA                      ST",34.0561,-118.2375
200308149,2020-03-08,2020-03-08,350,3,"Southwest",375,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",26,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"1900 W  MARTIN LUTHER KING JR        BL",34.0146,-118.313
212016934,2021-11-12,2021-11-06,2000,20,"Olympic",2011,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",43,"M","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",331,"200 S  MANHATTAN                    PL",34.069,-118.3104
200111802,2020-05-17,2020-05-17,49,1,"Central",119,1,310,"BURGLARY",28,"M","W",834,"LA UNION STATION (NOT LINE SPECIFIC)","AO","Adult Other",310,"00    GATEWAY PLZ",34.0552,-118.2333
230217853,2023-09-21,2023-09-13,1300,2,"Rampart",261,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"2200 W  8TH                          ST",34.0554,-118.2789
202009744,2020-05-14,2020-05-14,2053,20,"Olympic",2056,2,928,"THREATENING PHONE CALLS/LETTERS",31,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",928,"3000    SAN MARINO                   ST",34.0545,-118.2944
240806895,2024-03-14,2024-03-13,1800,8,"West LA",858,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"PICKFORD",34.0508,-118.3865
200112403,2020-05-30,2020-05-30,100,1,"Central",152,1,310,"BURGLARY",55,"F","H",203,"OTHER BUSINESS","IC","Invest Cont",310,"500    OLIVE                        ST",34.0495,-118.2529
210110824,2021-05-25,2021-05-25,1100,1,"Central",132,2,625,"OTHER ASSAULT",25,"M","W",916,"MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK","IC","Invest Cont",625,"1ST                          ST",34.0546,-118.247
222107695,2022-04-05,2022-04-03,1600,21,"Topanga",2155,2,354,"THEFT OF IDENTITY",41,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"22100    ERWIN                        ST",34.1829,-118.6077
232107696,2023-04-10,2023-04-08,1430,21,"Topanga",2189,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"M","W",721,"HIGH SCHOOL","IC","Invest Cont",440,"5400    WINNETKA                     AV",34.1681,-118.571
230516684,2023-12-08,2023-12-08,1845,5,"Harbor",516,2,624,"BATTERY - SIMPLE ASSAULT",52,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",624,"1000    RAVENNA                      AV",33.7826,-118.2684
230200706,2023-05-02,2023-05-02,2015,2,"Rampart",236,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","W",404,"DEPARTMENT STORE","IC","Invest Cont",442,"300 N  WESTLAKE                     AV",34.0687,-118.2672
242106817,2024-03-12,2024-03-11,1800,21,"Topanga",2156,2,624,"BATTERY - SIMPLE ASSAULT",33,"F","O",405,"CLOTHING STORE","IC","Invest Cont",624,"6600    TOPANGA CANYON               BL",34.1904,-118.6059
210410908,2021-07-20,2021-07-20,1715,4,"Hollenbeck",438,2,888,"TRESPASSING",60,"M","O",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",888,"2900    DELOR                        DR",34.0792,-118.1715
200615181,2020-09-10,2020-09-10,200,6,"Hollywood",647,2,624,"BATTERY - SIMPLE ASSAULT",24,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",624,"1500    VINE                         ST",34.098,-118.3266
201206158,2020-01-31,2020-01-31,220,12,"77th Street",1257,2,624,"BATTERY - SIMPLE ASSAULT",48,"F","B",101,"STREET","IC","Invest Cont",624,"73RD                         ST",33.9693,-118.285
211318548,2021-11-06,2021-11-06,600,13,"Newton",1317,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"1900    NEWTON                       ST",34.0255,-118.2425
211106056,2021-03-02,2021-03-01,1400,11,"Northeast",1132,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",40,"F","W",101,"STREET","IC","Invest Cont",331,"3400    ROWENA                       AV",34.1141,-118.2755
220115681,2022-07-06,2022-07-06,1155,1,"Central",163,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",440,"200 W  7TH                          ST",34.0445,-118.2523
240908232,2024-04-20,2024-04-17,1430,9,"Van Nuys",994,2,662,"BUNCO, GRAND THEFT",63,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",662,"3700    BENEDICT CANYON              LN",34.1377,-118.4344
201309013,2020-04-03,2020-04-03,1025,13,"Newton",1333,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",39,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"800 E  27TH                         ST",34.0199,-118.2601
221406346,2022-02-20,2022-02-19,2000,14,"Pacific",1475,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"8100    STEWART                      AV",33.9658,-118.4096
240612792,2024-10-22,2024-10-22,625,6,"Hollywood",656,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1000    COLE                         AV",34.0889,-118.3299
230606931,2023-03-09,2023-03-09,405,6,"Hollywood",645,1,310,"BURGLARY",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",310,"1400 N  HIGHLAND                     AV",34.1006,-118.3417
240612584,2024-10-14,2024-10-13,2230,6,"Hollywood",677,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"800 N  WILTON                       PL",34.0854,-118.3136
230316795,2023-09-18,2023-09-17,810,3,"Southwest",338,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",65,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"1400 W  29TH                         ST",34.0287,-118.2915
201014725,2020-11-04,2020-11-02,1400,10,"West Valley",1049,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"M","W",121,"YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont",440,"6300    WOODLEY                      AV",34.1822,-118.4836
220709055,2022-05-10,2022-05-10,1830,7,"Wilshire",747,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",40,"F","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",626,"5100    EDGEWOOD                     PL",34.0551,-118.3419
221414621,2022-08-04,2022-07-28,830,14,"Pacific",1425,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"3300    CORINTH                      AV",34.0217,-118.4292
231220300,2023-09-27,2023-09-26,2244,12,"77th Street",1213,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"5200 S  SAINT ANDREWS                PL",33.995,-118.3113
221017870,2022-12-18,2022-12-18,2110,10,"West Valley",1043,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",21,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",930,"5900    RESEDA                       BL",34.1769,-118.5384
201605192,2020-01-29,2020-01-29,1425,16,"Foothill",1656,2,624,"BATTERY - SIMPLE ASSAULT",34,"M","W",602,"BANK","AA","Adult Arrest",624,"8500    FOOTHILL                     BL",34.2597,-118.3179
230126295,2023-12-13,2023-12-11,1500,1,"Central",195,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,"M","O",710,"OTHER PREMISE","IC","Invest Cont",341,"1500 S  LOS ANGELES                  ST",34.0337,-118.261
200711319,2020-07-06,2020-07-06,1200,7,"Wilshire",724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,"M","W",101,"STREET","IC","Invest Cont",341,"7600    BEVERLY                      BL",34.0762,-118.3555
230223275,2023-12-29,2023-12-29,15,2,"Rampart",269,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",32,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",745,"1200 W  8TH                          ST",34.0496,-118.2677
